File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaB\impl\IVisaManagerFacade.java,41,19,15,2,8,0,14,54,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaB\impl\Manager.java,99,64,47,9,27,0,8,18,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaB\prov\IManager.java,29,11,10,0,10,7,8,55,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaB\prov\IVisaManager.java,19,5,4,0,2,0,12,65,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaBSensor\core\SensorUpdaterM.java,122,73,61,4,19,0,30,249,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaBSensor\core\SensorUpdaterMFactory.java,21,10,7,2,3,0,8,39,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaBSensor\impl\ComponentFactory.java,21,12,8,2,4,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaBSensor\impl\IInterfaceTags.java,20,7,6,0,3,0,10,41,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaBSensor\impl\ISensorUpdaterManagerFacade.java,35,21,15,2,6,0,8,39,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaBSensor\impl\Manager.java,100,68,51,9,21,0,11,42,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaBSensor\prov\IManager.java,29,11,10,0,10,7,8,55,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaBSensor\prov\ISensorUpdaterManager.java,15,5,4,0,2,0,8,39,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaBSensor\req\ISensorUpdater.java,16,5,4,0,2,0,9,40,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaBSensor\req\IVisaManager.java,20,5,4,0,3,0,12,66,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaC\core\VisaCM.java,129,75,65,6,27,0,27,101,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaC\core\VisaCMFactory.java,18,10,7,2,3,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaC\impl\ComponentFactory.java,21,12,8,2,4,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaC\impl\IInterfaceTags.java,15,5,4,0,3,0,7,17,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaC\impl\IVisaManagerFacade.java,41,19,15,2,8,0,14,54,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaC\impl\Manager.java,99,64,47,9,27,0,8,18,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaC\prov\IManager.java,29,11,10,0,10,7,8,55,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaC\prov\IVisaManager.java,19,5,4,0,2,0,12,65,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaCSensor\core\SensorUpdaterM.java,123,74,62,4,19,0,30,252,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaCSensor\core\SensorUpdaterMFactory.java,21,10,7,2,3,0,8,39,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaCSensor\impl\ComponentFactory.java,21,12,8,2,4,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaCSensor\impl\IInterfaceTags.java,20,7,6,0,3,0,10,41,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaCSensor\impl\ISensorUpdaterManagerFacade.java,35,21,15,2,6,0,8,39,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaCSensor\impl\Manager.java,100,68,51,9,21,0,11,42,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaCSensor\prov\IManager.java,29,11,10,0,10,7,8,55,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaCSensor\prov\ISensorUpdaterManager.java,15,5,4,0,2,0,8,39,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaCSensor\req\ISensorUpdater.java,16,5,4,0,2,0,9,40,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaCSensor\req\IVisaManager.java,20,5,4,0,3,0,12,66,0,0
